grantee,url,amount,date,program,purpose
Fundación del Empresariado Chihuahense,https://hewlett.org/grants/fundacion-del-empresariado-chihuahense-for-a-resource-center-model-to-strengthen-civil-society-organizations-in-chihuahua-mexico/,175000,2005-02-28,Global Development and Population,"For A Resource Center Model To Strengthen Civil Society Organizations In Chihuahua, Mexico"
"Center on Race, Poverty and the Environment",https://hewlett.org/grants/center-on-race-poverty-and-the-environment-for-general-support/,75000,2005-02-28,Environment,For General Support
California Summer Music,https://hewlett.org/grants/california-summer-music-for-general-support/,105000,2005-02-28,Performing Arts,For General Support
World Health Organization,https://hewlett.org/grants/world-health-organization-for-the-special-programme-of-research-development-and-research-training-in-human-reproduction/,550000,2005-02-28,Global Development and Population,"For The Special Programme Of Research, Development And Research Training In Human Reproduction"
Proyecto Fronterizo de Educación Ambiental,https://hewlett.org/grants/proyecto-fronterizo-de-educacion-ambiental-for-work-on-promoting-government-transparency-in-baja-california-mexico/,150000,2005-02-28,Global Development and Population,"For Work On Promoting Government Transparency In Baja California, Mexico"
Commonwealth Medical Trust,https://hewlett.org/grants/commonwealth-medical-trust-for-general-support/,30000,2005-02-28,Global Development and Population,For General Support
Napa Valley Symphony Association,https://hewlett.org/grants/napa-valley-symphony-association-for-general-support/,195000,2005-02-28,Performing Arts,For General Support
Development Gateway Foundation,https://hewlett.org/grants/development-gateway-foundation-for-developing-a-topic-page-on-open-educational-resources-oer-for-the-web-based-portal-www-developmentgateway-org/,235000,2005-02-28,Education,For Developing A Topic Page On Open Educational Resources (OER) For The Web-based Portal (www.developmentgateway.org)
World Health Organization,https://hewlett.org/grants/world-health-organization-for-the-special-programme-of-research-development-and-research-training-in-human-reproduction/,550000,2005-02-28,Global Development and Population,"For The Special Programme Of Research, Development And Research Training In Human Reproduction"
Proyecto Fronterizo de Educación Ambiental,https://hewlett.org/grants/proyecto-fronterizo-de-educacion-ambiental-for-work-on-promoting-government-transparency-in-baja-california-mexico/,150000,2005-02-28,Global Development and Population,"For Work On Promoting Government Transparency In Baja California, Mexico"
Yale University,https://hewlett.org/grants/yale-university-for-a-three-year-leadership-training-program-designed-to-serve-those-in-the-most-senior-ranks-of-chinese-governmental-officials/,574718,2005-02-28,Special Projects,For A Three-year Leadership Training Program Designed To Serve Those In The Most Senior Ranks Of Chinese Governmental Officials
Commonwealth Medical Trust,https://hewlett.org/grants/commonwealth-medical-trust-for-general-support/,30000,2005-02-28,Global Development and Population,For General Support
Fundación del Empresariado en Mexico,https://hewlett.org/grants/fundacion-del-empresariado-en-mexico-for-an-organizational-effectiveness-grant/,15000,2005-02-28,Global Development and Population,For An Organizational Effectiveness Grant
Public Policy Institute of California,https://hewlett.org/grants/public-policy-institute-of-california-for-a-survey-series-dedicated-to-gauging-public-attitudes-on-the-states-education-system-environmental-condition-and-rapid-population-growth/,525000,2005-02-28,Environment,"For A Survey Series Dedicated To Gauging Public Attitudes On The State's Education System, Environmental Condition And Rapid Population Growth"
Energy Foundation,https://hewlett.org/grants/energy-foundation-for-general-support-of-the-energy-foundations-promotion-of-advanced-technology-vehicles-in-the-united-states-0/,1500000,2005-02-28,Environment,For General Support Of The Energy Foundation's Promotion Of Advanced Technology Vehicles In The United States
American Bach Soloists,https://hewlett.org/grants/american-bach-soloists-for-general-support-0/,135000,2005-02-28,Performing Arts,For General Support
Forum for the Future of Higher Education,https://hewlett.org/grants/forum-for-the-future-of-higher-education-for-the-development-and-implementation-of-a-forum-on-human-cognition-and-new-technologies/,190000,2005-02-28,Education,For The Development And Implementation Of A Forum On Human Cognition And New Technologies
Japanese Organization for International Cooperation in Family Planning,https://hewlett.org/grants/japanese-organization-for-international-cooperation-in-family-planning-for-general-support/,300000,2005-02-28,Global Development and Population,For General Support
Family Care International,https://hewlett.org/grants/family-care-international-for-general-support/,250000,2005-02-28,Global Development and Population,For General Support
"United Nations Educational, Scientific and Cultural Organization",https://hewlett.org/grants/united-nations-educational-scientific-and-cultural-organization-for-support-of-an-international-community-of-practice-on-open-educational-resources/,166000,2005-02-28,Education,For Support Of An International Community Of Practice On Open Educational Resources
San Mateo County Library Joint Powers Authority,https://hewlett.org/grants/san-mateo-county-library-joint-powers-authority-for-the-quest-learning-centers-literacy-after-school-program-for-east-palo-alto-children/,75000,2005-02-28,Regional,For The Quest Learning Center's Literacy After School Program For East Palo Alto Children
San Francisco Chanticleer,https://hewlett.org/grants/san-francisco-chanticleer-for-general-support/,270000,2005-02-28,Performing Arts,For General Support
Center for the Future of Teaching and Learning,https://hewlett.org/grants/center-for-the-future-of-teaching-and-learning-for-general-support-for-work-to-strengthen-the-teacher-workforce-in-california-through-research-communications-and-outreach-activities/,1500000,2005-02-28,Education,"For General Support For Work To Strengthen The Teacher Workforce In California Through Research, Communications, And Outreach Activities"
Institute for America's Future,https://hewlett.org/grants/institute-for-americas-future-for-general-support-of-the-apollo-project-for-good-jobs-and-energy-independence/,300000,2005-02-28,Environment,For General Support Of The Apollo Project For Good Jobs And Energy Independence
Energy Foundation,https://hewlett.org/grants/energy-foundation-for-general-support-of-the-energy-foundations-promotion-of-advanced-technology-vehicles-in-the-united-states-0/,1500000,2005-02-28,Environment,For General Support Of The Energy Foundation's Promotion Of Advanced Technology Vehicles In The United States
American Bach Soloists,https://hewlett.org/grants/american-bach-soloists-for-general-support-0/,135000,2005-02-28,Performing Arts,For General Support
Population Communications International,https://hewlett.org/grants/population-communications-international-for-general-support/,200000,2005-02-28,Global Development and Population,For General Support
Centre for Development and Population Activities,https://hewlett.org/grants/centre-for-development-and-population-activities-for-an-organizational-effectiveness-grant-to-develop-new-marketing-materials/,30000,2005-02-28,Global Development and Population,For An Organizational Effectiveness Grant To Develop New Marketing Materials
Global Environment and Technology Foundation,https://hewlett.org/grants/global-environment-and-technology-foundation-for-the-center-for-energy-and-climate-solutions/,100000,2005-02-28,Environment,For The Center For Energy And Climate Solutions
Door Dog Music Productions,https://hewlett.org/grants/door-dog-music-productions-for-general-support/,15000,2005-02-28,Performing Arts,For General Support
ACLU Foundation of Southern California,https://hewlett.org/grants/aclu-foundation-of-southern-california-for-efforts-to-monitor-and-support-implementation-of-the-williams-settlement-statewide/,250000,2005-02-28,Education,For Efforts To Monitor And Support Implementation Of The Williams Settlement Statewide
Furman University,https://hewlett.org/grants/furman-university-for-research-knowledge-dissemination-and-policy-development-focusing-on-the-implementation-of-a-school-finance-court-decision-brought-on-behalf-of-students-in-eight-poor-rural-co/,600000,2005-02-28,Education,"For Research, Knowledge Dissemination, And Policy Development Focusing On The Implementation Of A School Finance Court Decision Brought On Behalf Of Students In Eight Poor Rural Communities In South Carolina"
Conservation Colorado Education Fund,https://hewlett.org/grants/conservation-colorado-education-fund-for-the-colorado-water-caucus-sustainable-water-campaign-1/,200000,2005-02-28,Environment,For The Colorado Water Caucus' Sustainable Water Campaign
EcoFlight,https://hewlett.org/grants/ecoflight-for-general-support-0/,150000,2005-02-28,Environment,For General Support
Agape Foundation,https://hewlett.org/grants/agape-foundation-for-general-support-of-california-communities-against-toxics/,35000,2005-02-28,Environment,For General Support Of California Communities Against Toxics
Energy Foundation,https://hewlett.org/grants/energy-foundation-for-general-support-1/,2000000,2005-02-28,Environment,For General Support
Wits Health Consortium (PTY) LTD,https://hewlett.org/grants/wits-health-consortium-pty-ltd-for-general-support/,600000,2005-02-28,Global Development and Population,For General Support
Berkeley Symphony Orchestra,https://hewlett.org/grants/berkeley-symphony-orchestra-for-general-support/,210000,2005-02-28,Performing Arts,For General Support
